orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight,productID,unitPrice_x,quantity,discount,Revenue,companyName,contactName,contactTitle,city,country,productName,quantityPerUnit,unitPrice_y,discontinued,categoryID,categoryName,description,YearMonth,Revenue_Total,CustomerSegment
10363,DRACD,4,2013-11-26,2013-12-24,2013-12-04,3,30.54,75,6.2,12,0,74.4,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Aachen,Germany,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-11,3763.21,Low Value
10363,DRACD,4,2013-11-26,2013-12-24,2013-12-04,3,30.54,76,14.4,12,0,172.8,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Aachen,Germany,Lakkaliköri,500 ml,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-11,3763.21,Low Value
10364,EASTC,1,2013-11-26,2014-01-07,2013-12-04,1,71.97,69,28.8,30,0,864.0,Eastern Connection,Ann Devon,Sales Agent,London,UK,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,Dairy Products,Cheeses,2013-11,15033.66,High Value
10364,EASTC,1,2013-11-26,2014-01-07,2013-12-04,1,71.97,71,17.2,5,0,86.0,Eastern Connection,Ann Devon,Sales Agent,London,UK,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Dairy Products,Cheeses,2013-11,15033.66,High Value
10365,ANTON,3,2013-11-27,2013-12-25,2013-12-02,2,22.0,11,16.8,24,0,403.20000000000005,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,Queso Cabrales,1 kg pkg.,21.0,0,4,Dairy Products,Cheeses,2013-11,7515.35,Medium Value
10366,GALED,8,2013-11-28,2014-01-09,2013-12-30,2,10.14,65,16.8,5,0,84.0,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Barcelona,Spain,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-11,836.7,Low Value
10366,GALED,8,2013-11-28,2014-01-09,2013-12-30,2,10.14,77,10.4,5,0,52.0,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Barcelona,Spain,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-11,836.7,Low Value
10367,VAFFE,7,2013-11-28,2013-12-26,2013-12-02,3,13.55,34,11.2,36,0,403.2,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Sasquatch Ale,24 - 12 oz bottles,14.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-11,16643.8,High Value
10367,VAFFE,7,2013-11-28,2013-12-26,2013-12-02,3,13.55,54,5.9,18,0,106.2,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,2013-11,16643.8,High Value
10367,VAFFE,7,2013-11-28,2013-12-26,2013-12-02,3,13.55,65,16.8,15,0,252.0,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-11,16643.8,High Value
10367,VAFFE,7,2013-11-28,2013-12-26,2013-12-02,3,13.55,77,10.4,7,0,72.8,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-11,16643.8,High Value
10368,ERNSH,2,2013-11-29,2013-12-27,2013-12-02,2,101.95,21,8.0,5,0,40.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,Confections,"Desserts, candies, and sweet breads",2013-11,103115.18,High Value
10368,ERNSH,2,2013-11-29,2013-12-27,2013-12-02,2,101.95,28,36.4,13,0,473.2,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Rössle Sauerkraut,25 - 825 g cans,45.6,1,7,Produce,Dried fruit and bean curd,2013-11,103115.18,High Value
10368,ERNSH,2,2013-11-29,2013-12-27,2013-12-02,2,101.95,57,15.6,25,0,390.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",2013-11,103115.18,High Value
10368,ERNSH,2,2013-11-29,2013-12-27,2013-12-02,2,101.95,64,26.6,35,0,931.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",2013-11,103115.18,High Value
10369,SPLIR,8,2013-12-02,2013-12-30,2013-12-09,2,195.68,29,99.0,20,0,1980.0,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,Meat & Poultry,Prepared meats,2013-12,12489.7,High Value
10369,SPLIR,8,2013-12-02,2013-12-30,2013-12-09,2,195.68,56,30.4,18,0,547.1999999999999,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",2013-12,12489.7,High Value
10370,CHOPS,6,2013-12-03,2013-12-31,2013-12-27,2,1.17,1,14.4,15,0,216.0,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Chai,10 boxes x 20 bags,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,12886.3,High Value
10370,CHOPS,6,2013-12-03,2013-12-31,2013-12-27,2,1.17,64,26.6,30,0,798.0,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",2013-12,12886.3,High Value
10370,CHOPS,6,2013-12-03,2013-12-31,2013-12-27,2,1.17,74,8.0,20,0,160.0,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Longlife Tofu,5 kg pkg.,10.0,0,7,Produce,Dried fruit and bean curd,2013-12,12886.3,High Value
10371,LAMAI,1,2013-12-03,2013-12-31,2013-12-24,1,0.45,36,15.2,6,0,91.19999999999999,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Inlagd Sill,24 - 250 g  jars,19.0,0,8,Seafood,Seaweed and fish,2013-12,10227.35,High Value
10372,QUEEN,5,2013-12-04,2014-01-01,2013-12-09,2,890.78,20,64.8,12,0,777.5999999999999,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,Confections,"Desserts, candies, and sweet breads",2013-12,27841.3,High Value
10372,QUEEN,5,2013-12-04,2014-01-01,2013-12-09,2,890.78,38,210.8,40,0,8432.0,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Côte de Blaye,12 - 75 cl bottles,263.5,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,27841.3,High Value
10372,QUEEN,5,2013-12-04,2014-01-01,2013-12-09,2,890.78,60,27.2,70,0,1904.0,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,Dairy Products,Cheeses,2013-12,27841.3,High Value
10372,QUEEN,5,2013-12-04,2014-01-01,2013-12-09,2,890.78,72,27.8,42,0,1167.6000000000001,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Dairy Products,Cheeses,2013-12,27841.3,High Value
10373,HUNGO,4,2013-12-05,2014-01-02,2013-12-11,3,124.12,58,10.6,80,0,848.0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Escargots de Bourgogne,24 pieces,13.25,0,8,Seafood,Seaweed and fish,2013-12,57317.39,High Value
10373,HUNGO,4,2013-12-05,2014-01-02,2013-12-11,3,124.12,71,17.2,50,0,860.0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Dairy Products,Cheeses,2013-12,57317.39,High Value
10374,WOLZA,1,2013-12-05,2014-01-02,2013-12-09,3,3.94,31,10.0,30,0,300.0,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Warszawa,Poland,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,2013-12,3531.95,Low Value
10374,WOLZA,1,2013-12-05,2014-01-02,2013-12-09,3,3.94,58,10.6,15,0,159.0,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Warszawa,Poland,Escargots de Bourgogne,24 pieces,13.25,0,8,Seafood,Seaweed and fish,2013-12,3531.95,Low Value
10375,HUNGC,3,2013-12-06,2014-01-03,2013-12-09,2,20.12,14,18.6,15,0,279.0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Tofu,40 - 100 g pkgs.,23.25,0,7,Produce,Dried fruit and bean curd,2013-12,3063.2,Low Value
10375,HUNGC,3,2013-12-06,2014-01-03,2013-12-09,2,20.12,54,5.9,10,0,59.0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,2013-12,3063.2,Low Value
10376,MEREP,1,2013-12-09,2014-01-06,2013-12-13,2,20.39,31,10.0,42,0,420.0,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,2013-12,32203.9,High Value
10377,SEVES,1,2013-12-09,2014-01-06,2013-12-13,3,22.21,28,36.4,20,0,728.0,Seven Seas Imports,Hari Kumar,Sales Manager,London,UK,Rössle Sauerkraut,25 - 825 g cans,45.6,1,7,Produce,Dried fruit and bean curd,2013-12,17172.05,High Value
10377,SEVES,1,2013-12-09,2014-01-06,2013-12-13,3,22.21,39,14.4,20,0,288.0,Seven Seas Imports,Hari Kumar,Sales Manager,London,UK,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,17172.05,High Value
10378,FOLKO,5,2013-12-10,2014-01-07,2013-12-19,3,5.44,71,17.2,6,0,103.19999999999999,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Dairy Products,Cheeses,2013-12,32555.55,High Value
10379,QUEDE,2,2013-12-11,2014-01-08,2013-12-13,1,45.03,41,7.7,8,0,61.6,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,Seafood,Seaweed and fish,2013-12,6973.63,Medium Value
10379,QUEDE,2,2013-12-11,2014-01-08,2013-12-13,1,45.03,63,35.1,16,0,561.6,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Vegie-spread,15 - 625 g jars,43.9,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-12,6973.63,Medium Value
10379,QUEDE,2,2013-12-11,2014-01-08,2013-12-13,1,45.03,65,16.8,20,0,336.0,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-12,6973.63,Medium Value
10380,HUNGO,8,2013-12-12,2014-01-09,2014-01-16,3,35.03,30,20.7,18,0,372.59999999999997,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,Seafood,Seaweed and fish,2013-12,57317.39,High Value
10380,HUNGO,8,2013-12-12,2014-01-09,2014-01-16,3,35.03,53,26.2,20,0,524.0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,2013-12,57317.39,High Value
10380,HUNGO,8,2013-12-12,2014-01-09,2014-01-16,3,35.03,60,27.2,6,0,163.2,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,Dairy Products,Cheeses,2013-12,57317.39,High Value
10380,HUNGO,8,2013-12-12,2014-01-09,2014-01-16,3,35.03,70,12.0,30,0,360.0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,57317.39,High Value
10381,LILAS,3,2013-12-12,2014-01-09,2013-12-13,3,7.99,74,8.0,14,0,112.0,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Longlife Tofu,5 kg pkg.,10.0,0,7,Produce,Dried fruit and bean curd,2013-12,17062.5,High Value
10382,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77,5,17.0,32,0,544.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Chef Anton's Gumbo Mix,36 boxes,21.35,1,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",2013-12,103115.18,High Value
10382,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77,18,50.0,9,0,450.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Carnarvon Tigers,16 kg pkg.,62.5,0,8,Seafood,Seaweed and fish,2013-12,103115.18,High Value
10382,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77,29,99.0,14,0,1386.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,Meat & Poultry,Prepared meats,2013-12,103115.18,High Value
10382,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77,33,2.0,60,0,120.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Geitost,500 g,2.5,0,4,Dairy Products,Cheeses,2013-12,103115.18,High Value
10382,ERNSH,4,2013-12-13,2014-01-10,2013-12-16,1,94.77,74,8.0,50,0,400.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Longlife Tofu,5 kg pkg.,10.0,0,7,Produce,Dried fruit and bean curd,2013-12,103115.18,High Value
10383,AROUT,8,2013-12-16,2014-01-13,2013-12-18,3,34.24,13,4.8,20,0,96.0,Around the Horn,Thomas Hardy,Sales Representative,London,UK,Konbu,2 kg box,6.0,0,8,Seafood,Seaweed and fish,2013-12,13806.5,High Value
10383,AROUT,8,2013-12-16,2014-01-13,2013-12-18,3,34.24,50,13.0,15,0,195.0,Around the Horn,Thomas Hardy,Sales Representative,London,UK,Valkoinen suklaa,12 - 100 g bars,16.25,0,3,Confections,"Desserts, candies, and sweet breads",2013-12,13806.5,High Value
10383,AROUT,8,2013-12-16,2014-01-13,2013-12-18,3,34.24,56,30.4,20,0,608.0,Around the Horn,Thomas Hardy,Sales Representative,London,UK,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",2013-12,13806.5,High Value
10384,BERGS,3,2013-12-16,2014-01-13,2013-12-20,3,168.64,20,64.8,28,0,1814.3999999999999,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,Confections,"Desserts, candies, and sweet breads",2013-12,26968.149999999998,High Value
10384,BERGS,3,2013-12-16,2014-01-13,2013-12-20,3,168.64,60,27.2,15,0,408.0,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,Dairy Products,Cheeses,2013-12,26968.149999999998,High Value
10385,SPLIR,1,2013-12-17,2014-01-14,2013-12-23,2,30.96,7,24.0,10,0,240.0,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30.0,0,7,Produce,Dried fruit and bean curd,2013-12,12489.7,High Value
10385,SPLIR,1,2013-12-17,2014-01-14,2013-12-23,2,30.96,60,27.2,20,0,544.0,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,Dairy Products,Cheeses,2013-12,12489.7,High Value
10385,SPLIR,1,2013-12-17,2014-01-14,2013-12-23,2,30.96,68,10.0,8,0,80.0,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,3,Confections,"Desserts, candies, and sweet breads",2013-12,12489.7,High Value
10386,FAMIA,9,2013-12-18,2014-01-01,2013-12-25,3,13.99,24,3.6,15,0,54.0,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,4438.9,Low Value
10386,FAMIA,9,2013-12-18,2014-01-01,2013-12-25,3,13.99,34,11.2,10,0,112.0,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Sasquatch Ale,24 - 12 oz bottles,14.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,4438.9,Low Value
10387,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63,24,3.6,15,0,54.0,Santé Gourmet,Jonas Bergulfsen,Owner,Stavern,Norway,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,5735.150000000001,Medium Value
10387,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63,28,36.4,6,0,218.39999999999998,Santé Gourmet,Jonas Bergulfsen,Owner,Stavern,Norway,Rössle Sauerkraut,25 - 825 g cans,45.6,1,7,Produce,Dried fruit and bean curd,2013-12,5735.150000000001,Medium Value
10387,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63,59,44.0,12,0,528.0,Santé Gourmet,Jonas Bergulfsen,Owner,Stavern,Norway,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,2013-12,5735.150000000001,Medium Value
10387,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63,71,17.2,15,0,258.0,Santé Gourmet,Jonas Bergulfsen,Owner,Stavern,Norway,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Dairy Products,Cheeses,2013-12,5735.150000000001,Medium Value
10388,SEVES,2,2013-12-19,2014-01-16,2013-12-20,1,34.86,45,7.6,15,0,114.0,Seven Seas Imports,Hari Kumar,Sales Manager,London,UK,Rogede sild,1k pkg.,9.5,0,8,Seafood,Seaweed and fish,2013-12,17172.05,High Value
10388,SEVES,2,2013-12-19,2014-01-16,2013-12-20,1,34.86,52,5.6,20,0,112.0,Seven Seas Imports,Hari Kumar,Sales Manager,London,UK,Filo Mix,16 - 2 kg boxes,7.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",2013-12,17172.05,High Value
10388,SEVES,2,2013-12-19,2014-01-16,2013-12-20,1,34.86,53,26.2,40,0,1048.0,Seven Seas Imports,Hari Kumar,Sales Manager,London,UK,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,2013-12,17172.05,High Value
10389,BOTTM,4,2013-12-20,2014-01-17,2013-12-24,2,47.42,10,24.8,16,0,396.8,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Ikura,12 - 200 ml jars,31.0,0,8,Seafood,Seaweed and fish,2013-12,21298.2,High Value
10389,BOTTM,4,2013-12-20,2014-01-17,2013-12-24,2,47.42,55,19.2,15,0,288.0,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,2013-12,21298.2,High Value
10389,BOTTM,4,2013-12-20,2014-01-17,2013-12-24,2,47.42,62,39.4,20,0,788.0,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",2013-12,21298.2,High Value
10389,BOTTM,4,2013-12-20,2014-01-17,2013-12-24,2,47.42,70,12.0,30,0,360.0,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,21298.2,High Value
10390,ERNSH,6,2013-12-23,2014-01-20,2013-12-26,1,126.38,31,10.0,60,0,600.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,2013-12,103115.18,High Value
10390,ERNSH,6,2013-12-23,2014-01-20,2013-12-26,1,126.38,35,14.4,40,0,576.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Steeleye Stout,24 - 12 oz bottles,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,103115.18,High Value
10390,ERNSH,6,2013-12-23,2014-01-20,2013-12-26,1,126.38,46,9.6,45,0,432.0,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Spegesild,4 - 450 g glasses,12.0,0,8,Seafood,Seaweed and fish,2013-12,103115.18,High Value
10390,ERNSH,6,2013-12-23,2014-01-20,2013-12-26,1,126.38,72,27.8,24,0,667.2,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Dairy Products,Cheeses,2013-12,103115.18,High Value
10391,DRACD,3,2013-12-23,2014-01-20,2013-12-31,3,5.45,13,4.8,18,0,86.39999999999999,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Aachen,Germany,Konbu,2 kg box,6.0,0,8,Seafood,Seaweed and fish,2013-12,3763.21,Low Value
10392,PICCO,2,2013-12-24,2014-01-21,2014-01-01,3,122.46,69,28.8,50,0,1440.0,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,Dairy Products,Cheeses,2013-12,26259.95,High Value
10393,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56,2,15.2,25,0,380.0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Chang,24 - 12 oz bottles,19.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,115673.39,High Value
10393,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56,14,18.6,42,0,781.2,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Tofu,40 - 100 g pkgs.,23.25,0,7,Produce,Dried fruit and bean curd,2013-12,115673.39,High Value
10393,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56,25,11.2,7,0,78.39999999999999,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,14.0,0,3,Confections,"Desserts, candies, and sweet breads",2013-12,115673.39,High Value
10393,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56,26,24.9,70,0,1743.0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",2013-12,115673.39,High Value
10393,SAVEA,1,2013-12-25,2014-01-22,2014-01-03,3,126.56,31,10.0,32,0,320.0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,2013-12,115673.39,High Value
10394,HUNGC,1,2013-12-25,2014-01-22,2014-01-03,3,30.34,13,4.8,10,0,48.0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Konbu,2 kg box,6.0,0,8,Seafood,Seaweed and fish,2013-12,3063.2,Low Value
10394,HUNGC,1,2013-12-25,2014-01-22,2014-01-03,3,30.34,62,39.4,10,0,394.0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",2013-12,3063.2,Low Value
10395,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41,46,9.6,28,0,268.8,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Spegesild,4 - 450 g glasses,12.0,0,8,Seafood,Seaweed and fish,2013-12,23611.58,High Value
10395,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41,53,26.2,70,0,1834.0,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,2013-12,23611.58,High Value
10395,HILAA,6,2013-12-26,2014-01-23,2014-01-03,1,184.41,69,28.8,8,0,230.4,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,Dairy Products,Cheeses,2013-12,23611.58,High Value
10396,FRANK,1,2013-12-27,2014-01-10,2014-01-06,3,135.35,23,7.2,40,0,288.0,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Tunnbröd,12 - 250 g pkgs.,9.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",2013-12,28722.71,High Value
10396,FRANK,1,2013-12-27,2014-01-10,2014-01-06,3,135.35,71,17.2,60,0,1032.0,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Dairy Products,Cheeses,2013-12,28722.71,High Value
10396,FRANK,1,2013-12-27,2014-01-10,2014-01-06,3,135.35,72,27.8,21,0,583.8000000000001,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Dairy Products,Cheeses,2013-12,28722.71,High Value
10397,PRINI,5,2013-12-27,2014-01-24,2014-01-02,1,60.26,21,8.0,10,0,80.0,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,Lisboa,Portugal,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,Confections,"Desserts, candies, and sweet breads",2013-12,5317.1,Medium Value
10397,PRINI,5,2013-12-27,2014-01-24,2014-01-02,1,60.26,51,42.4,18,0,763.1999999999999,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,Lisboa,Portugal,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,0,7,Produce,Dried fruit and bean curd,2013-12,5317.1,Medium Value
10398,SAVEA,2,2013-12-30,2014-01-27,2014-01-09,3,89.16,35,14.4,30,0,432.0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Steeleye Stout,24 - 12 oz bottles,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2013-12,115673.39,High Value
10398,SAVEA,2,2013-12-30,2014-01-27,2014-01-09,3,89.16,55,19.2,120,0,2304.0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,2013-12,115673.39,High Value
